,:city:string,state:string,zip:int
Atl,GA,30337
Atl,GA,30344
Atl,GA,30354
Atlanta Naval Air Station,GA,30060
Atlanta,GA,30308
Atlanta,GA,30314
Atlanta,GA,30324
Atlanta,GA,30334
Atlanta,GA,30341
Atlanta,GA,30349
Atlanta,GA,30369
Atlanta,IN,46031
Atlanta,NY,14808
Atlantic Beach,FL,32224
Atlantic City,NJ,08402
Atlantic Hlds,NJ,07716
Atlanticbeach,NC,28512
Atoka,OK,74525
Atterberry,IL,62675
Attica,MI,48412
Attleboro,MA,02703
Atwell,NY,13338
Atwood,KY,41063
Au Sable Forks,NY,12912
Aubrey,TX,76227
Auburn,AL,36830
Auburn,IL,62615
Auburn,MI,48611
Auburn,NY,13021
Auburn,WA,98047
Auburndale,WI,54412
Audubon,MN,56511
August F. Haw,CA,90044
Augusta,GA,30904
Augusta,GA,30912
Augusta,ME,04330
Augusta,WI,54722
Ault,CO,80610
Aurelia,IA,51005
Aurora,CO,80010
Aurora,CO,80016
Aurora,CO,80220
Aurora,IL,60503
Aurora,KS,67417
Aurora,NE,68818
Aurora,SD,57002
Austell,GA,30168
Austin,KY,42123
Austin,TX,78701
Austin,TX,78712
Austin,TX,78724
Austin,TX,78730
Austin,TX,78736
Austin,TX,78744
Austin,TX,78750
Austin,TX,78757
Austinburg,OH,44010
Autaugaville,AL,36003
Ava,IL,62907
Avalon,MS,38930
Avella,PA,15312
Avenue,MD,20609
Avery,ID,83802
Avoca,IA,51521
Avoca,PA,18641
Avon Lake,IA,50047
Avon,IL,61415
Avondale,KY,42001
Avondale,PA,19311
Awendaw,SC,29429
Axtell,KS,66403
Ayden,NC,28513
Aylett,VA,23009
Ayr,NE,68925
Babylon,NY,11702
Back Gate,AR,71639
Baconton,GA,31716
Bad River Indian Reservation,WI,54806
Badger,KS,66739
Bagdad,LA,71417
Bagnell,MO,65026
Baileys Prairie,TX,77515
Baileyville,KS,66404
Bainbridge,GA,39817
Bainbridge,PA,17502
Bairdtown,MO,63556
Baker Ranch,CA,95631
Baker,IL,60531
Baker,NV,89311
Bakersfield,CA,93263
Bakersfield,CA,93308
Bakersfield,CA,93381
Bakersville,NC,28705
Bakerville,WI,54449
Balance Rock,CA,93260
Balch Springs,TX,75181
Bald Eagle,PA,17751
Bald Knob,WV,25208
Baldwin Park,CA,91706
Baldwin,IA,52207
Baldwin,NC,28694
Baldwin,WV,26351
Balkan,MN,55719
Ball,NC,28643
Ballard,WV,24918
Ballou,IL,60481
Ballwin,MO,63011
Balmorhea,TX,79718
Baltic,CT,06330
Baltimore,MD,21204
Baltimore,MD,21210
Baltimore,MD,21216
Baltimore,MD,21222
Baltimore,MD,21228
Baltimore,MD,21236
Baltimore,MD,21261
Bamboo,NC,28605
Bancroft,ID,83217
Bancroft,WI,54921
Bandytown,WV,25204
Bangor,NY,12966
Banks Springs,LA,71418
Banks,OR,97109
Banksville,NY,10506
Bannerville,PA,17841
Bantry,ND,58713
Bar Nunn,WY,82601
Barb,OH,44203
Barbours,PA,17701
Barclay,IL,62684
Bardonia,NY,10954
Barefoot Beach,FL,34134
Bargersville,IN,46106
Barker,NY,14012
Barkley Regional Airport,KY,42001
Barlow Branch,MI,49696
Barnard Twp,ME,04414
Barnegat,NJ,08005
Barnes,KS,66933
Barnesville,KS,66738
Barnet Center,VT,05821
Barnett,MO,65011
Barney,AL,35550
Barnhart Town,IN,47885
Barnstable,MA,02630
Barnumsville,VT,05257
Barr,IL,62674
Barre Jct,VT,05641
Barren Spgs,VA,24313
Barrett,NC,28623
Barrigada,GU,96929
Barrington,CA,90077
Barron,LA,71328
Barry Lakes,NJ,07422
Barryton,MI,49305
Bartelso,IL,62218
Bartlett,IL,60103
Bartlett,NY,13440
Bartley,IN,47805
Barton,CO,81041
Barton,VT,05839
Bartonville,TX,76226
Basco,IL,62313
Basom,NY,14013
Bass River,MA,02664
Bassett,MN,55602
Bassfield,MS,39421
Basye,VA,22810
Batchelor,LA,70715
Bates,IL,62670
Batesville,AR,72501
Bath,IL,62617
Baton Rouge,LA,70810
Baton Rouge,LA,70817
Baton Rouge,LA,70836
Batsto,NJ,08037
Battle Creek,MI,49017
Battle Mountain,NV,89820
Battlement Mesa,CO,81635
Baugh,OK,74020
Bavon,VA,23138
Bay City,MI,48706
Bay Harbor Is,FL,33154
Bay Mills,WI,54487
Bay Saint Louis,MS,39520
Bay St Louis,MS,39520
Bay View,OH,44870
Bayamon,PR,00959
Bayberry Point,NY,11751
Bayfield,WI,54814
Bayonne,NJ,07002
Bayou Meto,AR,72160
Bayport,NY,11705
Bayside,CA,95524
Bayside,WI,53217
Bayview Gardens,IL,61611
Bayview,WI,53235
Bazetta,OH,44410
Bda Baldorioty,PR,00728
Bda Borinquen,PR,00784
Bda Caban,PR,00603
Bda Clan,PR,00659
Bda Esperanza,PR,00653
Bda Galarza,PR,00698
Bda La Mayor,PR,00662
Bda Morales,PR,00725
Bda Obrera,PR,00791
Bda Roosevelt,PR,00738
Bda San Luis,PR,00705
Bda Shangai,PR,00745
Bda Vieques,PR,00736
Bdge,GA,39819
Beach Haven,NJ,08008
Beach,ND,58621
Beachville,MD,20684
Beacon,NY,12508
Beallsville,OH,43716
Bear Branch,KY,41714
Bear Creek,MN,56676
Bear Grass,NC,27892
Bear Mine,CO,81434
Bear Valley Springs,CA,93561
Bear,ID,83612
Beardsley,SD,57366
Bearville North,MN,55723
Beatrice,NE,68310
Beaufort,MO,63013
Beaulieu,MN,56557
Beaumont,TX,77701
Beaumont,TX,77708
Beaux Arts Village,WA,98004
Beaver Creek,MN,56116
Beaver Creek,OH,45432
Beaver Dam,WI,53916
Beaver Mdws,PA,18216
Beaver Sprgs,PA,17843
Beaver,KY,41653
Beaver,PA,15009
Beavercreek Township,OH,45324
Beavercreek,OH,45324
Beavercreek,OH,45440
Beavercrk Twp,OH,45431
Beaverdam,VA,23015
Beaverton,OR,97006
Beccaria,PA,16616
Beckersville,PA,19540
Beckley,WV,25926
Beckwourth,CA,96129
Bedford Heights,OH,44146
Bedford Park,IL,60458
Bedford Pk,IL,60629
Bedford,MA,01731
Bedford,TX,76022
Bee Bayou,LA,71269
Bee Caves,TX,78733
Bee Spring,KY,42207
Beech Bottom,NC,28657
Beech Flats,PA,17724
Beech Island,SC,29842
Beehive,MT,59061
Beemerville,NJ,07461
Beeville,TX,78102
Bel Aire,KS,67220
Bel Tiburon,CA,94920
Belcher,NY,12865
Belden,ND,58784
Belen,NM,87002
Belfast,ME,04915
Belford,NJ,07718
Belgium,WI,53004
Bell Fountain,AL,36567
Bella Villa,MO,63125
Bellaire,KS,66952
Bellbrook,OH,45305
Belle Glade,FL,33430
Belle Isle,MS,39572
Belle Point,LA,70084
Belle Union,IN,46120
Belle,WV,25015
Belleair Bluffs,FL,33770
Bellefontaine,MS,39737
Belleview,FL,34420
Belleville,IL,62221
Belleville,KS,66935
Belleville,WV,26133
Bellevue,LA,71037
Bellevue,NE,68157
Bellevue,WA,98004
Bellewood,KY,40207
Bellinger,SC,29927
Bellmawr,NJ,08031
Bellport,NY,11713
Bells,TN,38006
Bellview,LA,71418
Bellvue,CO,80512
Bellwood,PA,16617
Belmont Hills,PA,19004
Belmont,LA,71406
Belmont,NC,28012
Belmont,WI,53510
Belott,TX,75835
Belton,MO,64012
Belvedere Tiburon,CA,94920
Belvidere Corners,VT,05442
Belvidere,NE,68315
Belville,NC,28451
Bemidji,MN,56601
Ben Avon Heights,PA,15202
Ben Wheeler,TX,75754
Bench Drive,WA,98520
Bend,OR,97707
Benedict,ND,58716
Bengal,IN,46131
Benkelman,NE,69021
Bennett,IA,52721
Bennettsville,NY,13733
Bennington,MN,55936
Bens Run,WV,26146
Benson Mines,NY,13690
Benson,NE,68104
Bentley Spgs,MD,21120
Bentley,ND,58562
Benton,AL,36785
Benton,IL,62812
Benton,MS,39039
Benton,WI,53803
Bents Old Fort,CO,81050
Berclair,MS,38941
Berea,TX,75657
Bergen,NY,14416
Bergland,MI,49910
Berkeley Lake,GA,30096
Berkeley Twp,NJ,08757
Berkeley,CA,94707
Berkeley,MO,63140
Berkley,MI,48072
Berkshire,NY,13736
Berlin Hts,OH,44814
Berlin,CT,06037
Berlin,ND,58415
Berlin,VT,05602
Bermudian,PA,17019
Bernard,ME,04612
Berne,MN,55985
Bernice,LA,71222
Berrien Ctr,MI,49102
Berry,AL,35546
Berryville,AR,72616
Bertha,MN,56437
Bertrand,NE,68927
Berwick,ND,58788
Berwyn,IL,60402
Beryl,AR,72032
Bessemer,AL,35020
Bessie,OK,73622
Bethayres,PA,19006
Bethel Spgs,TN,38315
Bethel,KY,40374
Bethel,NY,12720
Bethel,VT,05032
Bethesda,MD,20815
Bethlehem Center,NY,12077
Bethlehem,MS,38659
Bethlehem,PA,18016
Bethpage,NY,11714
Betsytown,NJ,07201
Beulah Beach,OH,44089
Beulah,MI,49617
Beverly Hills,MO,63121
Beverly,KY,40913
Beverly,WV,26253
Bewelcome,MS,39638
Bhaven,MS,39601
Bickley,GA,31554
Biehle,MO,63775
Big Bear City,CA,92314
Big Bow,KS,67855
Big Clifty,KY,42712
Big Creek,MS,38914
Big Flats,WI,54613
Big Lake Twp,ME,04668
Big Pool,MD,21711
Big Rock,IA,52745
Big Sandy,MT,59520
Big Spring,TX,79720
Big Stone Cty,SD,57216
Big Water,UT,84741
Bigelow,AR,72016
Bigfork,MT,59911
Biggs Junction,OR,97065
Biggsville,IL,61418
Bignell,NE,69151
Billerica,MA,01862
Billings,MT,59106
Billington,TX,76624
Biloxi,MS,39531
Bim,WV,25021
Binger,OK,73009
Bingham,ME,04920
Binghampton,IL,61310
Bino,PA,17225
Birch Run,MI,48415
Birchwood,TN,37308
Bird Town,AR,72157
Birds,IL,62427
Birdville,PA,17052
Birmingham,AL,35206
Birmingham,AL,35212
Birmingham,AL,35218
Birmingham,AL,35228
Birmingham,AL,35244
Birnamwood,WI,54414
Bisbee,AZ,85603
Biscoe,NC,27209
Bishop,IL,61532
Bismarck,IL,61814
Bison,KS,67520
Bisti,NM,87401
Bittinger,MD,21522
Bixby Knolls,CA,90807
Bixby,SD,57620
Black Canyon City,AZ,85324
Black Eagle,MT,59414
Black Hawk,LA,71373
Black Meadow Landing,CA,92267
Black River Falls,WI,54615
Black Springs,NV,89506
Blackberry City,WV,25678
Blackduck,MN,56630
Blackfoot,MT,59417
Blackhawk,CA,94506
Blacklog,PA,17243
Blackstock,SC,29014
Blackville,AR,72112
Blackwell,MO,63626
Blackwood Ter,NJ,08096
Bladensburg,IA,52501
Blaine,IL,61065
Blaine,MN,55449
Blair,NE,68008
Blairs Mills,PA,17213
Blairstown,MO,64726
Blaisdell,ND,58718
Blakely,PA,18447
Blanch,NC,27212
Blanchard,ND,58009
Blanchester,OH,45107
Bland Correctional Farm,VA,24315
Blandinsville,IL,61420
Blaney Park,MI,49836
Blawnox,PA,15238
Bliss,NY,14024
Blk River Fls,WI,54615
Blmgtn,IN,47406
Blocker,OK,74529
Blodgett,TX,75686
Bloomburg,TX,75556
Bloomfield Hills,MI,48304
Bloomfield Twp,MI,48304
Bloomfield,IN,47424
Bloomfield,MT,59315
Bloomfield,SD,57322
Bloomfld Twp,MI,48302
Blooming Grv,TX,76626
Bloomingdale,IL,60108
Bloomingdale,TN,37660
Bloomington,MD,21523
Bloomington,MN,55438
Bloomingville,OH,44870
Bloomville,SC,29102
Blossom,TX,75416
Blountsville,AL,35031
Blrsdn-greagl,CA,96103
Blue Bank,KY,41041
Blue Dome,ID,83464
Blue Grass,VA,24413
Blue Island,IL,60406
Blue Level,KY,42274
Blue Mountain Lake,NY,12812
Blue Rapids,KS,66411
Blue Ridge,NY,12870
Blue Water Estates,KY,42211
Bluefield,VA,24605
Bluewell,WV,24701
Bluff Estates,SC,29209
Bluff Point,NY,14478
Bluffdale,UT,84065
Bluffton,MN,56518
Bluford,IL,62814
Bluntzer,TX,78380
Blyn,WA,98382
Blythewood,SC,29016
Bo Balboa,PR,00680
Bo Brenas,PR,00692
Bo Buena Vista,PR,00985
Bo Canejas,PR,00926
Bo Carmelita,PR,00693
Bo Coco Viejo,PR,00751
Bo Dulces Labios,PR,00682
Bo Hato Tejas,PR,00959
Bo Juan Domingo,PR,00966
Bo La Trocha,PR,00693
Bo Los Angeles,PR,00957
Bo Martin Gonzalez,PR,00987
Bo Obrero,PR,00915
Bo Paris,PR,00680
Bo Pueblo,PR,00783
Bo Saldinera,PR,00646
Bo Santurce,PR,00680
Bo Vega Baja,PR,00738
Bo Villa Justicia,PR,00985
Boardman,NC,28438
Boaz,AL,35957
Boca Chica,TX,78520
Boca Raton,FL,33486
Bode,IA,50519
Bodoc,LA,71362
Bogalusa,LA,70427
Boggan Bend,MS,38849
Bogle Corner,IN,47438
Bohannon,VA,23021
Boiling Spgs,SC,29318
Bois Blanc Is,MI,49775
Boise,ID,83704
Boise,ID,83713
Bokoshe,OK,74930
Boles,KY,42167
Bolingbrook,IL,60439
Bolivar,MS,38725
Bolivia,IL,62545
Boloxi,MS,39531
Bolton,CT,06043
Boltz,PA,15954
Bomoseen,VT,05732
Bon Secour,AL,36511
Bonanza,ID,83278
Bond Hill,OH,45237
Bonds Corner,CA,92250
Bone Cave,TN,38581
Bonfield,IL,60913
Bonita Spgs,FL,34135
Bonne Terre,MO,63628
Bonnerdale,AR,71933
Bonney,NY,13464
Bonnieville,KY,42713
Bonpas,IL,62419
Booker,AR,72117
Booneville,PA,17747
Boonville,CA,95415
Booth,WV,26505
Boothwyn,PA,19061
Borden Springs,AL,36272
Border,MN,56623
Bordulac,ND,58421
Borough,CT,06340
Boscobel,WI,53805
Bosque De Las Flores,PR,00956
Bosque Farms,NM,87042
Bosque,NM,87006
Bostic Yard,NC,28018
Boston Ravine,CA,95945
Boston,MA,02109
Boston,MA,02116
Boston,MA,02124
Boston,MA,02222
Boston,VA,22713
Boswell,PA,15531
Bothell,WA,98028
Bottle Creek,NV,89445
Bougere,LA,71373
Boulder Jct,WI,54512
Boulder,CO,80305
Boulevard,NC,27288
Boundry,IN,47371
Bourbon,MS,38756
Boutswells,VT,05641
Bovina,MS,39180
Bow,NH,03304
Bowdoin,ME,04287
Bowen,IL,62316
Bowersville,GA,30516
Bowling Green,NY,10004
Bowlus,MN,56314
Bowman,SC,29018
Bowyer,SC,29059
Box Hill,NY,11780
Boxville,KY,42437
Boyd Tavern,VA,22947
Boydell,AR,71658
Boyer,IA,51448
Boyes,MT,59316
Boyleston,IN,46057
Boynton Beach,FL,33435
Boynton,MO,63556
Bozeman,MT,59773
Bracey,VA,23919
Brackettville,TX,78832
Braddock Hills,PA,15221
Braden River,FL,34203
Bradenton,FL,34203
Bradenton,FL,34211
Bradford,KY,41043
Bradford,PA,16701
Bradfordsville,KY,40009
Bradley Beach,NJ,07720
Bradley,CA,93426
Bradley,SD,57217
Brady,MT,59416
Bradyville,TN,37026
Brainard,NE,68626
Braintree,MA,02184
Bramble,IN,47553
Branch,AR,72928
Branch,WI,54247
Branchville,AL,35120
Brandenburg,KY,40108
Brandon,MI,48462
Brandon,SD,57005
Brandreth,NY,12847
Brandy,VA,22714
Brannan Island,CA,95641
Brant Beach,NJ,08008
Branyan,MS,38828
Brasstown,NC,28902
Bratton,PA,17044
Braymer,MO,64624
Brazil,MS,38963
Brazos,NM,87551
Breakabeen,NY,12122
Breckenridge,MN,56520
Breeden,WV,25666
Breesport,NY,14816
Breezy Point,MN,56472
Brem,WA,98312
Bremen,KY,42325
Bremer,IA,50677
Bremond,TX,76629
Brentwood,CA,94513
Brentwood,NY,11717
Brethren,MI,49619
Brewer,AR,72044
Brewington Woods,IN,47304
Brewster,NY,10509
Briarwood,ND,58104
Brick,NJ,08723
Bricktown,NJ,08723
Bridgeland,UT,84021
Bridgeport,CT,06607
Bridgeport,NE,69336
Bridgeport,PA,19405
Bridgeton Terrace,MO,63044
Bridgeview,IL,60455
Bridgewater Corners,VT,05035
Bridgewater,NC,28655
Bridgewater,VT,05034
Brielle,NJ,08730
Briggs,CA,90048
Brigham City,UT,84302
Brighton Twp,MI,48116
Brighton,IA,52540
Brighton,MO,65617
Brighton,UT,84121
Brimson,MO,64642
Brinkhaven,OH,43006
Brinsmade,ND,58351
Brisas De Campanero,PR,00949
Brisas De Guayanes,PR,00624
Brisas De Maravilla,PR,00715
Brisas Del Lago,PR,00780
Brisas Del Mar,PR,00784
Brisas Del Prado,PR,00777
Brisbane,CA,94005
Bristers,MS,39641
Bristol,IL,60512
Bristol,RI,02809
Bristol,WI,53104
Bristow,OK,74010
Brittons Neck,SC,29546
Brkn Bow,OK,74728
Broad Channel,NY,11693
Broadbent,OR,97414
Broadwater,NE,69125
Broadwell,KY,41031
Brockton,MA,02301
Brockway,PA,15824
Broderick,CA,95605
Broeck Pointe,KY,40241
Broken Arrow,OK,74011
Bromley Mtn,VT,05148
Bronson,FL,32621
Bronston,KY,42518
Bronx,NY,10454
Bronx,NY,10460
Bronx,NY,10466
Bronx,NY,10472
Brook Knoll,IN,47421
Brookeland,TX,75931
Brookfield,CT,06804
Brookfield,NY,13314
Brookfield,WI,53045
Brookhaven,NY,11719
Brookland,PA,16948
Brookline Sta,MO,65619
Brookline,PA,15226
Brooklyn Center,MN,55444
Brooklyn Heights,MO,64836
Brooklyn Park,MN,55429
Brooklyn Pk,MN,55444
Brooklyn,MD,21226
Brooklyn,NY,11204
Brooklyn,NY,11210
Brooklyn,NY,11216
Brooklyn,NY,11222
Brooklyn,NY,11229
Brooklyn,NY,11235
Brooklyn,NY,11241
Brooklyn,OH,44144
Brooks Afb,TX,78235
Brooks,IA,50841
Brooks,WI,53952
Brookside,CO,81212
Brookston,IN,47923
Brooksville,FL,34606
Brooksville,FL,34614
Brookton,ME,04413
Brookville,IL,61064
Brookville,PA,15825
Broomall,PA,19008
Broomfield,CO,80234
Brouillette,LA,71351
Brown County,OH,45121
Brown Summit,NC,27214
Brownfield,MS,38683
Browning,MO,64630
Browns Fork,KY,41701
Browns Summit,NC,27214
Brownsboro Village,KY,40207
Brownstone,PA,17036
Brownstown Township,MI,48193
Brownstwn Twp,MI,48174
Brownsville,LA,71292
Brownsville,TX,78521
Brownton,MN,55312
Brownville,ME,04414
Brtlsville,OK,74003
Bruce,FL,32455
Bruceton Mills,WV,26525
Bruin,KY,41171
Brumley,MO,65017
Bruneau,ID,83604
Bruno,MN,55712
Brunswick,GA,31525
Brunswick,MI,49425
Brunswick,VT,05905
Brush Fork,WV,24701
Brushvale,MN,56520
Brusly,LA,70719
Brwnsboro Vlg,KY,40207
Bryan,TX,77803
Bryansville,PA,17314
Bryceland,LA,71008
Bryson,TX,76427
Buchanan Corner,IN,47438
Buchanan,NY,10511
Buck Valley,PA,17267
Buckeye,AZ,85396
Buckeye,WV,24924
Buckhorn,KY,41721
Buckhorn,PA,17815
Buckingham,VA,23921
Buckley Ang,CO,80011
Buckner,AR,71827
Bucks Harbor,ME,04655
Bucksport,ME,04416
Bucyrus,MO,65444
Budd Lake,NJ,07828
Buell,MO,63361
Buena Ventura Lakes,FL,34743
Buena Vista,GA,31803
Buena Vista,VA,24416
Buffalo Ctr,IA,50424
Buffalo Vly,TN,38548
Buffalo,MO,65622
Buffalo,NY,14203
Buffalo,NY,14210
Buffalo,NY,14216
Buffalo,NY,14222
Buffalo,NY,14228
Buffalo,TX,75831
Buford,GA,30518
Bugtussle,KY,42140
Bulan,KY,41722
Bull Valley,IL,60050
Bullhead City,AZ,86429
Bulltown,PA,19520
Bunceton,MO,65237
Bunker Hill Village,TX,77024
Bunker Hill,WV,25413
Bunkie,LA,71322
Burbank,CA,91501
Burbank,OH,44214
Burchard,NE,68380
Burdick,KS,66838
Burgdorf,ID,83638
Burgoon,OH,43407
Burke City,MO,63135
Burke,VA,22015
Burkeville,TX,75932
Burksville,IL,62298
Burleigh,TX,77418
Burlingtn Twp,PA,18848
Burlington Township,PA,18848
Burlington,KS,66839
Burlington,NC,27217
Burlington,TX,76519
Burlington,WV,26710
Burlngtn,VT,05401
Burnett,IN,47805
Burney,IN,47240
Burningtown,NC,28734
Burns Township,MN,55330
Burns,TN,37029
Burnsville,MN,55306
Burnt Cabins,PA,17215
Burnt Prairie,IL,62820
Burr Hill,VA,22433
Burr Ridge,IL,60527
Burrillville,RI,02839
Burrville,TN,37872
Burt,ND,58646
Burton,IL,62301
Burton,WV,26562
Burwell,NE,68823
Bushkill,PA,18324
Bushnell,UT,84302
Butler,IL,62015
